"","ensembl_id","type","str","symbol","length","chr","total","non_zero","Schizophrenia.A162a","Schizophrenia.A162b","Schizophrenia.A162c","Schizophrenia.A128a","Schizophrenia.A128b","Schizophrenia.A128c","Schizophrenia.A212a","Schizophrenia.A212b","Schizophrenia.A212c","Schizophrenia.A67a","Schizophrenia.A67b","Schizophrenia.A67c","Normal.B272a","Normal.B272b","Normal.B272c","Normal.B190a","Normal.B190b","Normal.B190c","Normal.B367a","Normal.B367b","Normal.B367c","Normal.B226a","Normal.B226b","Normal.B226c","FoldChange","p.value"
"12150","ENSG00000141452.5","protein_coding","+","C18orf8",2162,"chr18",48,48,8.92449,7.38497,10.343,8.53947,9.29316,10.4105,10.5275,9.36034,9.49372,9.62775,9.68906,11.6059,8.99601,11.7377,10.3618,11.0318,10.3193,10.2581,12.2763,9.87392,11.4892,10.1297,9.14184,11.113,0.909027609932307,0.0338592707832462
"12151","ENSG00000141458.8","protein_coding","-","NPC1",5208,"chr18",48,48,4.00934,4.98877,4.09853,5.85412,7.14753,5.46906,6.85411,5.14375,5.81855,8.70475,9.39221,9.50817,8.70305,6.84551,6.6049,6.30684,8.31758,9.12524,8.29332,7.65141,7.08711,8.20415,8.44344,7.49261,0.827169031995218,0.0444151444940566
"12162","ENSG00000141668.5","protein_coding","-","CBLN2",3162,"chr18",48,48,3.13463,2.3411,1.12509,9.05284,8.76773,8.8189,6.47312,5.98569,5.24023,4.43811,5.23744,3.57697,1.49763,2.85789,1.27984,3.53442,5.61372,6.56858,5.16145,4.42581,2.87673,2.64822,1.42397,2.15559,1.6030389185855,0.0387872305352784
"12163","ENSG00000141682.11","protein_coding","+","PMAIP1",2099,"chr18",48,48,0.503691,0.207453,0.322832,0.887647,0.66782,0.189787,0.936126,0.624256,0.995646,1.16813,0.862136,0.543374,1.36976,0.825658,0.550856,1.16876,0.387922,0.83857,1.49224,0.452013,0.833385,1.94354,2.53514,1.2989,0.577429059052283,0.0320802382164455
"12240","ENSG00000176641.6","protein_coding","-","RNF152",9501,"chr18",48,48,1.46052,3.13182,2.95983,2.47802,4.29498,2.13835,1.25811,0.980716,2.21533,3.87104,2.40103,2.05076,1.74447,4.5211,2.61649,1.664,5.3649,3.18648,4.77157,4.91813,3.49818,5.17509,5.02835,3.19242,0.640099620894206,0.00987382059495543
"12454","ENSG00000261126.3","processed_transcript","+","RBFADN",5187,"chr18",48,48,0.203826,0.699577,0.685854,0.522473,0.300271,0.422401,0.536659,0.449093,0.618745,0.573279,1.00434,0.659654,0.163028,0.429577,0.167184,0.183928,0.345353,0.237538,0.190692,0.274371,0.303518,0.165575,0.214195,0.295662,2.24739944947538,0.000267000039325915
"12518","ENSG00000264278.1","protein_coding","-","RP11-162A12.2",1295,"chr18",48,48,0.612305,0.784585,1.17734,0.784769,1.32298,0.769039,1.51732,1.01183,1.26798,1.16825,0.931595,0.807334,1.43658,1.52945,1.11607,0.841949,2.13779,1.3592,1.7822,1.28213,1.48587,0.497397,1.53526,1.71058,0.727233507051014,0.0190234895934582
"12640","ENSG00000267010.1","lincRNA","+","RP11-108P20.1",2330,"chr18",48,48,1.64486,2.11804,2.69014,1.4539,1.87168,1.96616,1.82719,1.6871,1.12117,0.940374,0.988479,0.693463,1.45172,0.903186,0.992486,1.34536,1.8172,1.51087,0.849031,1.3234,1.27629,0.5529,0.878385,1.02386,1.36466655482694,0.0425822737211722
"12661","ENSG00000267270.1","protein_coding","+","AC139100.2",4589,"chr18",48,48,1.00794,0.727481,0.885976,0.627467,1.1879,1.25872,1.28455,1.30076,0.927078,0.818506,1.02767,0.80775,2.17441,1.42969,1.95269,1.30677,0.851686,1.18904,1.2214,1.03375,0.952971,1.40364,1.15957,1.00257,0.756579698915442,0.0275202421627868
"12760","ENSG00000022556.11","protein_coding","+","NLRP2",3701,"chr19",48,47,28.8522,29.1002,27.9673,5.2173,4.7975,3.49818,4.29159,4.1305,3.67039,26.5987,22.4475,21.8802,10.2818,13.3122,13.9415,7.25459,8.9323,6.80093,4.81064,7.49842,6.00264,1.33432,0.0315997,0.0460415,2.27362521644615,0.0331341956443312
"12839","ENSG00000083807.5","protein_coding","-","SLC27A5",2420,"chr19",48,48,3.27659,1.43949,1.12004,2.58968,2.05951,3.12764,2.70651,2.82758,1.29537,2.06949,2.01673,1.64955,1.18807,1.07421,1.73198,1.97114,1.41316,1.23647,2.17988,2.15631,2.31309,1.33085,1.93307,1.47867,1.30845758213416,0.0488484253491145
"12842","ENSG00000083817.8","protein_coding","-","ZNF416",2561,"chr19",48,48,5.62475,6.2344,5.42417,6.08469,5.65591,5.13313,4.34775,5.28696,4.31332,5.31665,4.45377,5.38132,5.01894,4.78531,4.17621,5.21533,5.405,4.12376,3.15417,4.44564,4.50809,5.44948,4.8406,3.85911,1.15050806050893,0.0172237687008155
"12848","ENSG00000085872.10","protein_coding","-","CHERP",4206,"chr19",48,48,21.3976,18.3247,20.1789,20.9006,21.811,15.7697,17.1297,16.8921,16.9648,17.96,17.4055,20.2926,21.3919,20.3079,21.9923,17.2064,22.0695,18.9575,17.912,19.3432,20.0048,21.4403,22.4531,24.4701,0.909020840318482,0.0362501019556628
"12892","ENSG00000099338.18","protein_coding","+","CATSPERG",3985,"chr19",48,48,5.3393,2.7682,3.52841,6.71566,4.02567,3.89865,4.06792,4.23801,3.65229,3.82263,1.81643,1.598,4.2016,2.6715,3.88075,2.66767,2.90146,3.97526,3.06127,1.90469,2.32651,2.26294,1.0125,2.52286,1.3618603845996,0.0492838988789877
"12900","ENSG00000099795.2","protein_coding","-","NDUFB7",531,"chr19",48,48,168.244,89.1117,103.366,126.317,101.487,179.3,162.819,183.427,86.8667,99.621,92.6343,114.376,89.1808,88.8208,107.241,126.794,79.4313,71.9311,96.5526,79.0645,95.2053,90.17,97.3488,103.331,1.3399771498906,0.0150144958977941
"12977","ENSG00000104998.2","protein_coding","+","IL27RA",2677,"chr19",48,48,1.97469,0.975969,1.58205,1.77162,0.872714,1.33928,0.978672,1.35964,1.36618,1.30567,1.35198,1.13614,1.76896,0.971081,1.88964,1.62917,1.52082,1.57803,2.34009,1.50627,2.3524,1.92493,2.03146,1.20941,0.772821315203008,0.0176849734996771
"12994","ENSG00000105146.8","protein_coding","+","AURKC",1424,"chr19",48,48,10.5799,6.82931,10.112,6.06625,4.04689,3.49686,7.47427,8.79268,5.60833,3.70015,3.3503,3.87122,1.78151,2.43407,2.53741,3.06271,2.05849,1.11246,5.32532,3.83108,4.66801,4.82494,3.7779,6.34212,1.77047908301605,0.00708177623362352
"13015","ENSG00000105251.6","protein_coding","+","SHD",2577,"chr19",48,48,12.0515,6.92791,6.04787,10.7135,7.85703,7.96106,7.37071,5.53662,5.50299,4.00828,2.83016,1.99163,6.89101,8.55047,8.30057,9.51971,14.4713,8.33292,10.7471,11.4133,4.4801,8.99831,6.51239,9.91849,0.728707372877053,0.0413891322362529
"13022","ENSG00000105281.8","protein_coding","-","SLC1A5",3332,"chr19",48,48,7.29792,4.79181,5.28758,8.23512,8.22691,5.38004,5.74972,9.52542,8.42252,3.91419,4.31192,3.0807,12.4864,7.50466,9.80311,8.26251,7.33116,8.87475,5.39287,6.83391,7.29739,13.661,15.0927,8.54044,0.668196332582829,0.00834531698124575
"13063","ENSG00000105447.8","protein_coding","+","GRWD1",5571,"chr19",48,48,3.79554,4.45528,5.16945,3.92208,4.47318,3.82559,4.64397,3.52804,4.4346,5.82458,5.40397,4.70876,4.00727,5.0218,4.43633,3.35161,6.43096,4.99201,6.59887,6.72708,4.89835,7.16855,7.72534,5.56682,0.809638372751345,0.0273936703998323
"13086","ENSG00000105556.6","protein_coding","-","MIER2",2764,"chr19",48,48,15.3959,10.3977,13.7903,15.075,14.5382,10.305,11.1374,11.5356,10.3424,10.4941,9.99923,10.1785,12.972,14.2869,13.1249,12.3766,13.1976,15.3473,13.0618,14.417,12.4044,12.5843,12.0801,15.844,0.885541590469576,0.0425892451323349
"13104","ENSG00000105643.5","protein_coding","+","ARRDC2",2945,"chr19",48,46,0.0897493,0.0985727,0.0575232,0.345085,0.158659,0.338168,0.166802,0.148309,0.177408,0.230285,0.260685,0.0968203,0.0574278,0.210169,0.14723,0.416508,0.165891,0.239071,0.22391,0.322164,0.296991,0.364533,0.456683,0.636467,0.612959864121597,0.0456988485831337
"13164","ENSG00000121410.7","protein_coding","-","A1BG",1722,"chr19",48,48,6.36988,4.88885,5.11563,8.36076,6.33132,7.28711,7.03662,10.9066,5.72137,6.60436,5.41365,5.24349,5.99107,4.96021,7.21815,6.01514,4.06651,5.82631,3.06348,3.44358,3.25068,4.23933,3.73536,5.83832,1.37523326858421,0.00897631165871361
"13178","ENSG00000124440.11","protein_coding","+","HIF3A",6427,"chr19",48,48,4.58546,4.42649,5.19262,4.95461,4.74982,5.05158,6.24199,5.4367,4.18074,5.08128,8.28486,5.87101,6.55238,4.06405,5.39714,5.51354,2.35646,3.64246,3.02672,3.10009,3.81046,3.67482,4.69477,5.91242,1.23793170820699,0.0482205960265245
"13191","ENSG00000125652.3","protein_coding","+","ALKBH7",1235,"chr19",48,48,37.9881,24.6811,22.7704,34.8359,26.61,40.4813,43.0905,47.7442,27.1356,24.3734,17.5834,27.3207,27.6625,25.8605,27.9699,29.3549,19.9111,17.9579,22.4254,26.8883,25.7788,23.2964,22.822,23.0419,1.27868079145413,0.0328017122743153
"13204","ENSG00000125746.10","protein_coding","-","EML2",3734,"chr19",48,48,8.67118,6.60825,8.43854,7.57534,5.63104,5.60097,6.92865,7.83708,7.21593,6.38483,4.77291,4.30173,5.02755,4.40922,5.14799,4.81798,4.40487,7.40077,6.93144,6.1617,6.23068,3.33507,3.10073,3.51387,1.32215571377009,0.00933747038364752
"13247","ENSG00000127903.12","protein_coding","-","ZNF835",2779,"chr19",48,48,2.90087,2.66375,1.82878,2.43799,2.18577,2.22188,1.23736,1.62407,0.698304,2.66568,2.0522,1.60746,2.55605,1.87088,1.45623,0.735645,0.8204,0.950067,0.889817,1.10958,1.07009,1.08166,1.47293,1.41029,1.56410001556701,0.00624537453006693
"13261","ENSG00000129911.4","protein_coding","-","KLF16",2888,"chr19",48,48,2.92866,3.41762,3.57817,4.2814,4.0987,4.20708,4.42245,5.04122,3.92831,4.40758,3.53175,4.70619,4.27497,4.15776,5.60507,3.77536,5.13134,5.5462,6.45029,6.24194,5.99647,5.27853,5.87183,10.3255,0.707143633277334,0.00585721565511333
"13270","ENSG00000130158.9","protein_coding","-","DOCK6",6463,"chr19",48,48,0.368065,0.336875,0.655292,1.07451,0.674766,1.07865,1.41879,0.856017,0.84304,1.35607,1.5018,1.66178,1.36075,1.57059,0.849787,1.22309,1.08348,1.14384,1.88754,1.02761,0.947309,2.69093,2.85003,2.24106,0.62649104556809,0.0223266332387848
"13272","ENSG00000130164.7","protein_coding","+","LDLR",3679,"chr19",48,48,15.2308,9.9422,14.0903,15.7915,13.2509,8.9331,14.4205,10.3682,14.0593,16.7892,13.1615,17.8258,26.2951,11.5748,14.2999,12.5584,15.4483,22.295,16.0417,11.2182,14.0741,20.0178,21.0759,27.188,0.772622298752588,0.0391786530466213
"13324","ENSG00000130748.6","protein_coding","-","TMEM160",663,"chr19",48,48,45.0486,31.9633,32.7058,32.7007,32.4186,50.4712,44.2084,39.3072,25.217,30.2152,27.6253,32.3985,21.4276,27.6333,28.7754,33.3018,27.2644,23.0971,34.8107,27.1896,29.0227,28.1746,32.5451,29.0425,1.23955197543099,0.0139436179234497
"13329","ENSG00000130803.10","protein_coding","+","ZNF317",4073,"chr19",48,48,13.4979,13.8627,14.5989,14.5966,13.881,10.7586,14.1512,13.476,14.037,12.5266,14.4464,13.7912,16.1941,14.4669,14.1231,16.3629,15.5932,14.8661,13.3162,16.4224,15.7619,14.075,14.3999,13.8478,0.911913035481902,0.00645221404653877
"13333","ENSG00000130813.13","protein_coding","+","C19orf66",2462,"chr19",48,48,3.7038,2.59404,3.71565,4.40303,3.35287,4.69232,4.52258,3.90291,2.81938,3.05128,2.78417,1.96885,3.36601,2.01121,2.70041,3.32146,2.18279,2.71673,2.74533,2.21586,2.69994,2.87791,1.85259,2.63005,1.3253670384278,0.00739340553292655
"13393","ENSG00000142002.12","protein_coding","-","DPP9",4839,"chr19",48,48,5.95371,5.51917,7.10672,7.42062,6.14762,5.59798,6.76768,7.67215,6.37021,6.81348,6.52741,6.8156,8.3881,7.62334,8.0046,5.94282,7.50474,7.27488,8.31251,7.35256,8.06134,7.98672,8.77311,9.26123,0.833058777521949,0.000389432543202642
"13411","ENSG00000142444.6","protein_coding","+","C19orf52",1425,"chr19",48,48,9.36684,11.2044,8.08393,12.0051,13.0065,8.8059,10.4566,12.0559,10.6326,9.62827,9.6975,10.8051,9.25737,12.1618,11.461,10.3294,15.7707,11.4873,13.1883,13.649,11.7846,15.0673,10.2588,14.1103,0.846644695634505,0.0151972892669885
"13439","ENSG00000153902.9","protein_coding","-","LGI4",3188,"chr19",48,48,0.870537,0.318707,0.956495,1.48765,0.928249,1.31205,1.48952,0.593687,1.05355,1.14548,0.189212,0.327948,1.32626,1.43671,1.04273,0.940524,2.24761,1.10424,1.55132,1.33924,0.987671,1.75108,0.660324,0.962106,0.695323363832072,0.0409151738579098
"13480","ENSG00000161265.10","protein_coding","-","U2AF1L4",904,"chr19",48,48,7.60189,4.17462,5.05969,8.43149,1.37832,4.62699,4.52832,5.9589,2.72461,3.86646,3.45765,2.52332,3.36753,2.05403,3.35746,3.46757,2.70215,2.92062,2.00596,2.62382,3.67657,3.32515,2.65209,2.63893,1.56163622086533,0.0198563376423374
"13521","ENSG00000167554.10","protein_coding","+","ZNF610",3037,"chr19",48,48,3.22013,6.16534,4.35089,2.23088,3.33348,2.03313,3.6124,2.63664,3.17033,2.81713,3.97239,2.81662,2.78441,2.56791,2.18914,2.33359,2.41298,1.68076,2.55124,2.81165,2.47675,2.40373,3.13845,3.08593,1.32601668915061,0.0291365479470151
"13526","ENSG00000167595.10","protein_coding","+","C19orf55",2849,"chr19",48,48,4.49952,5.45134,5.47046,4.87508,6.12287,3.21598,4.31057,3.62826,4.63703,6.77512,6.1978,4.77061,4.57095,6.21338,7.55883,4.68813,6.40194,6.0546,8.62168,6.41064,5.71016,6.85805,7.73787,6.51933,0.775152962885006,0.00438444202475468
"13581","ENSG00000169136.4","protein_coding","+","ATF5",2575,"chr19",48,48,7.08253,7.66608,7.69728,8.09074,6.65342,9.28222,7.5672,9.15947,8.17394,7.6176,6.45267,7.27142,7.48747,9.18207,9.48571,7.67461,8.79071,8.40775,10.6915,8.38237,9.03509,9.58898,8.01623,9.72767,0.870803331186879,0.00503736379677852
"13593","ENSG00000170906.11","protein_coding","+","NDUFA3",1587,"chr19",48,48,25.4819,13.2618,18.1468,25.2948,18.4506,32.381,24.1437,24.5862,16.1316,15.713,13.3033,16.5296,14.9197,13.3384,14.3893,21.9851,16.6236,13.753,15.9971,13.6009,14.8804,16.2351,17.5021,18.6828,1.26844599611792,0.0362767206241652
"13612","ENSG00000171291.4","protein_coding","+","ZNF439",2792,"chr19",48,48,6.81606,4.26295,6.91701,8.91789,9.3718,7.70471,4.22263,3.49375,2.70001,5.19442,7.42421,6.67223,4.72484,5.76385,4.50365,5.56487,5.07446,4.03475,3.42461,2.97342,3.57123,2.53776,4.69143,5.73695,1.40104791050956,0.0218372992123219
"13633","ENSG00000171970.8","protein_coding","+","ZNF57",2055,"chr19",48,48,2.12221,1.13011,0.989232,1.56604,1.28845,1.74465,1.27489,1.27524,1.45281,1.11699,1.65445,1.52627,1.97518,0.843336,0.914307,1.52539,0.8717,0.942177,1.04287,0.807959,0.766106,1.25378,1.36585,0.663356,1.32140976445364,0.024336093777342
"13656","ENSG00000174886.8","protein_coding","-","NDUFA11",4184,"chr19",48,48,8.24395,4.44048,5.06112,7.48928,5.02541,6.66476,6.22259,6.61142,4.33485,5.1121,5.05906,5.47464,4.72936,5.2368,5.2161,5.1793,4.32034,4.08067,3.82189,5.83913,4.30629,4.66983,5.26893,5.70171,1.19477885604592,0.0306381799340834
"13662","ENSG00000175691.8","protein_coding","-","ZNF77",2002,"chr19",48,48,7.59137,6.45264,7.53103,6.85301,5.60141,7.7603,6.54322,6.61775,6.74798,8.57313,8.60082,8.11825,6.08242,6.12147,5.27011,6.73964,5.85672,5.62688,5.10535,4.85761,5.24258,5.14788,5.5204,5.7878,1.29145460597166,5.2884056367537e-05
"13707","ENSG00000179134.10","protein_coding","+","SAMD4B",4677,"chr19",48,48,18.9036,21.4448,22.0224,20.6065,21.4128,15.2889,19.1157,18.9576,19.7247,20.97,21.2454,22.5166,22.9622,24.0327,22.9605,18.9122,22.3539,21.3387,22.629,22.8217,20.4961,22.7242,24.4179,26.8515,0.888838409897079,0.00481772654502541
"13722","ENSG00000179922.5","protein_coding","-","ZNF784",2058,"chr19",48,48,10.5314,8.18134,7.40842,11.7693,7.03828,8.22662,10.1843,10.8945,6.31049,6.23587,6.76803,7.06604,9.45062,6.6767,7.65494,8.54299,6.3304,4.78955,6.16799,6.22374,6.7999,5.73811,7.899,6.2099,1.21980972272872,0.0372591193586863
"13757","ENSG00000182318.5","protein_coding","+","ZSCAN22",4629,"chr19",48,48,1.74152,1.91273,2.12261,2.08568,1.88421,1.89327,1.8748,1.85566,1.82201,1.90461,1.69404,1.7658,2.04601,2.32657,1.96704,1.85489,2.53298,2.0153,1.85189,2.04963,2.22958,1.90173,1.90749,1.91419,0.91704943225476,0.0274029780983594
"13829","ENSG00000188171.10","protein_coding","-","ZNF626",6713,"chr19",48,48,1.51587,2.27031,1.94313,1.8419,1.7865,1.57256,1.73184,1.47477,2.27927,1.49985,2.10755,1.51495,1.36046,1.69651,1.42098,1.54299,1.84367,1.10125,1.57167,1.48401,1.45925,1.27937,1.42856,1.82761,1.19549875030042,0.0120822407526506
"13836","ENSG00000188321.9","protein_coding","+","ZNF559",4527,"chr19",48,48,8.64107,6.22018,9.09336,6.02387,6.29607,6.68777,5.13622,8.42604,6.89168,5.04744,6.81981,5.18581,6.94881,5.30488,5.49134,6.83409,3.81313,4.54912,2.87683,3.24851,3.36176,6.49773,7.15603,5.72139,1.3020162896607,0.016565965477918
"13854","ENSG00000189114.6","protein_coding","+","BLOC1S3",2666,"chr19",48,48,3.27168,4.30109,2.60527,4.19318,3.44684,3.2126,4.54503,3.8227,3.63951,4.12886,3.88755,4.81287,4.06001,5.2469,4.39122,3.11843,4.82562,3.76328,5.19418,5.51613,4.39615,4.6711,3.8384,4.53802,0.856379006203202,0.0266636927722536
"13877","ENSG00000196381.6","protein_coding","-","ZNF781",3273,"chr19",48,48,1.17095,1.46346,2.53617,2.17352,2.0938,2.6168,1.15066,2.13515,2.12078,1.29106,1.80947,1.65523,1.60186,1.36157,1.36891,2.41517,1.64193,1.7209,1.4103,1.23199,0.908575,0.328001,1.55434,1.19743,1.32710601819153,0.0365841924671166
"13880","ENSG00000196437.6","protein_coding","-","ZNF569",4542,"chr19",48,48,4.71362,5.3368,5.37086,4.36314,4.73218,3.77137,3.64116,3.65418,4.73265,3.6295,4.21359,3.45277,4.0587,3.81562,2.92753,4.38098,4.12322,3.99155,3.73842,3.65556,3.69728,3.16723,3.83656,3.48903,1.14995294293796,0.024401146928103
"13890","ENSG00000196867.3","protein_coding","+","ZFP28",6597,"chr19",48,48,7.5323,7.87677,6.83068,7.39445,7.24805,5.67622,5.33651,6.09109,6.55076,6.44494,6.02651,5.82057,5.35806,6.28612,6.37539,6.73499,5.92449,5.52301,5.79748,5.75276,5.7275,5.6631,5.56655,4.98516,1.13106092422355,0.0118981817889208
"13915","ENSG00000197497.6","protein_coding","-","ZNF665",2460,"chr19",48,48,0.429775,0.70804,1.03296,0.688533,0.823071,0.242904,1.065,0.651014,0.697834,0.996713,1.13687,1.19772,0.61875,0.402568,0.705028,0.443221,0.330995,0.429307,0.536109,0.385681,0.56887,0.610962,0.903277,0.554145,1.49030107199773,0.0132837759477848
"13943","ENSG00000198258.6","protein_coding","+","UBL5",513,"chr19",48,48,199.908,110.912,114.258,154.852,121.139,232.572,193.429,230.447,136.036,139.726,130.839,155.259,114.069,113.414,123.682,175.079,118.725,94.0123,123.399,110.043,126.166,153.603,150.235,152.131,1.23467675673534,0.0478174954386571
"13948","ENSG00000198429.5","protein_coding","+","ZNF69",2931,"chr19",48,48,4.1031,5.24931,5.54861,4.91206,7.43946,3.05805,4.74863,3.67577,6.36625,4.11153,7.27793,3.79403,3.86604,3.80112,3.59971,2.55748,3.88927,5.7651,4.16211,2.5087,5.07296,3.36972,5.00761,3.83704,1.27084149330289,0.0429382206054184
"13950","ENSG00000198453.8","protein_coding","+","ZNF568",7846,"chr19",48,48,1.617,2.71945,2.39664,1.68386,2.1439,1.92936,2.08697,1.92982,2.71117,1.92822,2.3903,2.07147,3.36267,2.52439,2.85525,2.32767,2.20011,2.40042,2.98358,2.66034,2.34099,2.62709,2.4669,1.67229,0.841772813485111,0.020393550278758
"14104","ENSG00000213753.6","pseudogene","+","RPL23AP79",3282,"chr19",48,48,15.1806,14.3291,14.0914,17.7533,15.9452,14.2012,18.5597,14.3284,15.9873,16.5311,15.5723,15.8698,18.2935,16.3318,19.5086,13.247,16.7712,15.6065,18.6352,17.7787,19.7206,18.514,19.9372,16.1989,0.894587904050095,0.0160958293126314
"14182","ENSG00000223573.2","lincRNA","-","TINCR",3733,"chr19",48,48,1.23907,1.04983,1.08914,1.13434,0.917897,0.960423,0.833415,1.20903,1.65951,0.978245,0.940148,0.891128,1.6763,1.62488,1.85842,1.05878,1.09061,1.41454,2.1639,1.71557,2.01497,2.01308,1.09651,2.09975,0.650727506656223,0.00045543266393474
"14184","ENSG00000223802.3","protein_coding","-","CERS1",3746,"chr19",48,48,3.28097,2.13111,2.3516,2.98426,1.95416,3.03078,2.66641,3.42017,1.73345,2.4232,2.86921,3.01932,1.71563,1.9497,1.73622,2.40127,2.52143,1.69156,2.68448,2.53277,2.24146,2.35,2.51322,2.54735,1.18521604353937,0.0391989824950261
"14219","ENSG00000232677.2","lincRNA","-","LINC00665",2732,"chr19",48,48,6.19178,8.23498,6.57285,9.48573,10.4898,8.82171,8.15124,9.27259,8.22328,9.20394,8.81166,8.27993,9.78102,9.42469,8.35866,9.57825,10.3718,7.60244,10.7408,10.2448,9.4763,11.1599,11.9862,9.72999,0.858888344377626,0.00858771279791083
"14342","ENSG00000261770.1","lincRNA","-","CTC-459F4.1",3666,"chr19",48,48,0.648883,0.673082,0.50831,0.970257,0.722247,0.54332,0.580653,0.635419,0.895818,0.498062,0.418832,0.362966,1.29173,2.70136,2.878,1.89602,2.22108,3.21687,0.49465,0.258804,0.334013,0.409975,0.350916,0.278886,0.456631777120974,0.0498242768506283
"14494","ENSG00000267388.1","lincRNA","+","AF038458.5",600,"chr19",48,44,1.1013,0.483827,0.282343,0.846896,0.519168,0.663937,0.81872,0.485301,0.37319,0.347789,0.36558,0.316817,1.1275,0.618948,0.963539,0.681453,0.814247,1.17344,1.64853,1.58129,0.583091,0.715699,0.194918,0.567999,0.618974994409902,0.0305539866965408
"14507","ENSG00000267475.1","lincRNA","-","CTD-2538C1.2",568,"chr19",48,48,4.18804,2.81097,1.7895,3.57843,1.37104,1.40268,2.30625,1.79425,3.28512,3.03091,1.73779,1.33867,2.38204,1.30764,1.52673,2.15953,1.43353,2.16921,1.45117,1.67038,1.84783,1.51204,0.926546,0.599999,1.5080942420317,0.0212609815723015
"14511","ENSG00000267508.1","protein_coding","-","ZNF285",6179,"chr19",48,48,3.78566,4.20481,3.53672,4.02958,4.3355,3.22352,2.57051,2.99239,2.80239,3.40247,3.4789,3.59938,2.90132,3.3657,2.71332,3.52913,3.29441,3.21893,2.82804,3.53161,3.17072,3.12735,2.45106,2.31649,1.1512768299455,0.0285814642275496
"14611","ENSG00000268362.1","lincRNA","+","CTD-2017D11.1",1966,"chr19",48,48,1.6133,3.32231,1.89569,1.12001,1.82211,2.63413,1.58247,0.814595,2.16397,1.3533,1.8967,2.07881,2.23665,2.70751,2.20546,1.10918,2.15365,3.13355,3.18638,2.41296,2.75827,2.40265,3.00407,1.90681,0.763161452489874,0.0350823507121192
"14649","ENSG00000268751.1","lincRNA","-","SCGB1B2P",612,"chr19",48,48,3.23911,1.66019,4.70572,2.76763,2.29045,3.25459,3.47822,3.56839,1.34153,1.96058,1.70246,3.10605,4.14522,1.61817,2.12545,0.890788,2.12875,0.862823,1.61621,1.55028,1.71497,1.75416,1.43322,1.11372,1.57847175979529,0.0140923078506538
"14693","ENSG00000269343.2","protein_coding","+","ZNF587B",4539,"chr19",48,48,3.37741,3.61352,3.43365,3.58238,3.9804,2.36964,2.48917,2.98302,3.3874,2.83886,4.34927,3.55975,3.68878,4.09087,3.88472,4.89433,4.16183,3.87785,2.86923,3.18766,3.0831,4.77763,5.1145,3.22855,0.852865561721802,0.0466839489871764
"14768","ENSG00000001460.13","protein_coding","-","STPG1",2874,"chr1",48,48,2.62105,1.86864,1.94516,2.88782,2.65545,4.85131,3.41846,2.12763,1.63611,3.14027,3.60619,2.31495,3.17771,1.33524,2.26301,2.13399,0.906608,1.46986,2.23705,1.40302,1.64337,1.49415,2.36017,1.36367,1.51795808379056,0.00791831616380593
